Establishment ID,Establishment Status,Inspection ID,Establishment Name,Establishment Type,Infraction Details,Severity,Action,Outcome,Amount Fined,Inspection Date,year,month,day
10752656,Pass,105338498.0,# HASHTAG INDIA RESTAURANT,Food Take Out,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,M - Minor,Notice to Comply,,,2024-03-06,2024,3,6
10752656,Pass,105338498.0,# HASHTAG INDIA RESTAURANT,Food Take Out,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,M - Minor,Notice to Comply,,,2024-03-06,2024,3,6
10805561,Pass,105336766.0,#DESI,Food Take Out,,,,,,2024-03-04,2024,3,4
10805561,Pass,105373493.0,#DESI,Food Take Out,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,M - Minor,Notice to Comply,,,2024-05-03,2024,5,3
10805561,Pass,105373493.0,#DESI,Food Take Out,FOOD PREMISE NOT MAINTAINED WITH CLEAN WALLS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,M - Minor,Notice to Comply,,,2024-05-03,2024,5,3
10808575,Pass,105358434.0,000L BANNER CLUB KITCHEN,Commissary,,,,,,2024-04-11,2024,4,11
10776009,Pass,105333674.0,1 HOTEL TORONTO - HARRIET'S,Restaurant,,,,,,2024-02-27,2024,2,27
10776009,Pass,105393184.0,1 HOTEL TORONTO - HARRIET'S,Restaurant,,,,,,2024-06-04,2024,6,4
10776015,Pass,105333676.0,1 HOTEL TORONTO - 1 KITCHEN,Restaurant,,,,,,2024-02-27,2024,2,27
10776015,Pass,105393185.0,1 HOTEL TORONTO - 1 KITCHEN,Restaurant,,,,,,2024-06-04,2024,6,4
10776008,Pass,105333678.0,1 HOTEL TORONTO - CASA MADERA,Restaurant,,,,,,2024-02-27,2024,2,27
10776008,Pass,105393186.0,1 HOTEL TORONTO - CASA MADERA,Restaurant,,,,,,2024-06-04,2024,6,4
10776019,Pass,105333680.0,1 HOTEL TORONTO - FLORA LOUNGE,Cocktail Bar / Beverage Room,,,,,,2024-02-27,2024,2,27
10776019,Pass,105393187.0,1 HOTEL TORONTO - FLORA LOUNGE,Cocktail Bar / Beverage Room,,,,,,2024-06-04,2024,6,4
10776013,Pass,105333682.0,1 HOTEL TORONTO - MAIN PRODUCTION KITCHEN,Banquet Facility,,,,,,2024-02-27,2024,2,27
10776013,Pass,105393188.0,1 HOTEL TORONTO - MAIN PRODUCTION KITCHEN,Banquet Facility,,,,,,2024-06-04,2024,6,4
10776014,Pass,105333684.0,1 HOTEL TORONTO - STAFF CAFETERIA 'The Nest',Cafeteria - Private Access,,,,,,2024-02-27,2024,2,27
10776014,Pass,105393190.0,1 HOTEL TORONTO - STAFF CAFETERIA 'The Nest',Cafeteria - Private Access,,,,,,2024-06-04,2024,6,4
10500438,Pass,105331446.0,1 PLUS 1 PIZZA,Food Take Out,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,NA - Not Applicable,Notice to Comply,,,2024-02-23,2024,2,23
10500438,Pass,105331446.0,1 PLUS 1 PIZZA,Food Take Out,Food premise not maintained with ceilings in good repair in food-handling room - Sec. 7(1)(g)  ,M - Minor,Notice to Comply,,,2024-02-23,2024,2,23
10500438,Pass,105331446.0,1 PLUS 1 PIZZA,Food Take Out,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,M - Minor,Notice to Comply,,,2024-02-23,2024,2,23
10814320,Pass,105395972.0,1 ZERO 2 DELIGHTS,Food Take Out,,,,,,2024-06-07,2024,6,7
10556602,Pass,105340661.0,100% Korean,Food Take Out,,,,,,2024-03-08,2024,3,8
10808982,Pass,105361163.0,1001 XINJIANG CUISINE,Restaurant,Fail to protect against entry of pests - Sec. 13(1),M - Minor,Notice to Comply,,,2024-04-15,2024,4,15
10764483,Pass,105369407.0,10168734 CANADA INC.,Food Processing Plant,Food premise not maintained to permit cleaning of ceilings - Sec. 7(1)(d) ,M - Minor,Notice to Comply,,,2024-04-29,2024,4,29
10814160,Pass,105394947.0,108 T.O FOOTLONG HOT DOGS,Food Take Out,,,,,,2024-06-06,2024,6,6
10808571,Pass,105358415.0,109 PRODUCTION KITCHEN,Commissary,,,,,,2024-04-11,2024,4,11
10441981,Pass,105320937.0,10tation Event Catering,Food Caterer,USE UTENSILS NOT SUITABLE FOR INTENDED PURPOSE - SEC. 8(1)(D)  ,S - Significant,Corrected During Inspection,,,2024-02-05,2024,2,5
10441981,Pass,105320937.0,10tation Event Catering,Food Caterer,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,M - Minor,Notice to Comply,,,2024-02-05,2024,2,5
10441981,Pass,105389890.0,10tation Event Catering,Food Caterer,OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE - SEC. 20(1)(A)(II)(B) ,S - Significant,Corrected During Inspection,,,2024-05-30,2024,5,30
10773678,Pass,105310854.0,COTA HEALTH KITCHEN,Community Kitchen (Meal Program),FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,M - Minor,Notice to Comply,,,2024-01-18,2024,1,18
10773678,Pass,105377742.0,COTA HEALTH KITCHEN,Community Kitchen (Meal Program),FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,M - Minor,Notice to Comply,,,2024-05-10,2024,5,10
10773678,Pass,105377742.0,COTA HEALTH KITCHEN,Community Kitchen (Meal Program),FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,M - Minor,Notice to Comply,,,2024-05-10,2024,5,10
10781442,Pass,105367643.0,11:59,Restaurant,,,,,,2024-04-24,2024,4,24
10589964,Pass,105327832.0,12 TABLES,Restaurant,USE EQUIPMENT NOT FREE FROM CRACKS IN CONTACT WITH FOOD - SEC.  8(2)(B)  ,S - Significant,Corrected During Inspection,,,2024-02-15,2024,2,15
10589964,Pass,105327832.0,12 TABLES,Restaurant,USE CLOTH NOT IN GOOD REPAIR FOR CLEANING FOOD CONTACT SURFACE - SEC. 16(A),M - Minor,Notice to Comply,,,2024-02-15,2024,2,15
10589964,Pass,105327832.0,12 TABLES,Restaurant,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,M - Minor,Notice to Comply,,,2024-02-15,2024,2,15
10589964,Pass,105327832.0,12 TABLES,Restaurant,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,M - Minor,Notice to Comply,,,2024-02-15,2024,2,15
10589964,Pass,105327832.0,12 TABLES,Restaurant,Fail to ensure presence of food handler or supervisor during all hours of operation - Sec. 32,NA - Not Applicable,Notice to Comply,,,2024-02-15,2024,2,15
10589964,Pass,105327832.0,12 TABLES,Restaurant,Fail to protect against entry of pests - Sec. 13(1),M - Minor,Notice to Comply,,,2024-02-15,2024,2,15
10812827,Pass,105386422.0,13 SUNS ETHIOPIAN VEGAN CUISINE INC,Restaurant,,,,,,2024-05-24,2024,5,24
9348578,Pass,105316039.0,147 ELDER ST INC.,Retirement Homes(Licensed),,,,,,2024-01-26,2024,1,26
9348578,Pass,105396440.0,147 ELDER ST INC.,Retirement Homes(Licensed),,,,,,2024-06-10,2024,6,10
9013060,Pass,105307711.0,149 TYNDALL HOUSE,Boarding / Lodging Home - Kitchen,,,,,,2024-01-12,2024,1,12
9013060,Pass,105344961.0,149 TYNDALL HOUSE,Boarding / Lodging Home - Kitchen,OPERATE FOOD PREMISE -RINSE WATER TEMPERATURE THERMOMETER NOT EASILY READABLE  - SEC.  20(1)(B),S - Significant,Corrected During Inspection,,,2024-03-18,2024,3,18
9013060,Pass,105379785.0,149 TYNDALL HOUSE,Boarding / Lodging Home - Kitchen,,,,,,2024-05-14,2024,5,14
10742080,Pass,105350841.0,156 CUMBERLAND,Restaurant,OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO MAINTAIN RINSE WATER AT 82 C - SEC. 20(1)(A)(II)(A) ,S - Significant,Corrected During Inspection,,,2024-03-26,2024,3,26
10790159,Pass,105326292.0,1611 STUDIOS,Food Take Out,,,,,,2024-02-13,2024,2,13
10764599,Pass,105372869.0,1688 DIM SUM,Food Processing Plant,,,,,,2024-05-02,2024,5,2
10814724,Pass,105398459.0,17 BALDWIN,Restaurant,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,NA - Not Applicable,Notice to Comply,,,2024-06-12,2024,6,12
10814724,Pass,105398459.0,17 BALDWIN,Restaurant,FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ,S - Significant,Corrected During Inspection,,,2024-06-12,2024,6,12
10814724,Pass,105398459.0,17 BALDWIN,Restaurant,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,M - Minor,Notice to Comply,,,2024-06-12,2024,6,12
10772399,Pass,105305695.0,18 FEET,Restaurant,Fail to protect against harbouring of pests - Sec. 13(1),S - Significant,Notice to Comply,,,2024-01-09,2024,1,9
10772399,Pass,105305890.0,18 FEET,Restaurant,,,,,,2024-01-12,2024,1,12
10804478,Pass,105329015.0,18 FEET,Food Take Out,,,,,,2024-02-20,2024,2,20
10767899,Pass,105308398.0,1800 BAR & LOUNGE TORONTO,Cocktail Bar / Beverage Room,,,,,,2024-01-15,2024,1,15
10767076,Pass,105328972.0,1858 BISTRO,Cafeteria - Private Access,,,,,,2024-02-20,2024,2,20
10764683,Pass,105361610.0,19 EATERY,Restaurant,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,M - Minor,Notice to Comply,,,2024-04-16,2024,4,16
10764683,Pass,105361610.0,19 EATERY,Restaurant,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,M - Minor,Notice to Comply,,,2024-04-16,2024,4,16
10806585,Pass,105344308.0,1910 LA MEXICANA,Restaurant,,,,,,2024-03-15,2024,3,15
10806585,Pass,105387140.0,1910 LA MEXICANA,Restaurant,,,,,,2024-05-27,2024,5,27
10741800,Pass,105368612.0,1976 KITCHEN & BAR RESTAURANT,Restaurant,Operate food premise - fail to keep sanitary facility in good repair - Sec. 25(2),M - Minor,Notice to Comply,,,2024-04-26,2024,4,26
10741800,Pass,105368612.0,1976 KITCHEN & BAR RESTAURANT,Restaurant,OPERATE FOOD PREMISE - FAIL TO EQUIP SANITARY FACILITY WITH SINGLE SERVICE TOWELS OR DRYER - SEC. 25(3)(E)   ,S - Significant,Corrected During Inspection,,,2024-04-26,2024,4,26
10741800,Pass,105368612.0,1976 KITCHEN & BAR RESTAURANT,Restaurant,FOOD PREMISE NOT MAINTAINED TO KEEP FOOD-HANDLING ROOM FREE FROM EQUIPMENT NOT REGULARLY USED - SEC. 7(1)(F)   ,M - Minor,Notice to Comply,,,2024-04-26,2024,4,26
10447525,Pass,105395509.0,19TH HOLE GRILL,Restaurant,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,NA - Not Applicable,Notice to Comply,,,2024-06-07,2024,6,7
10318628,Pass,105386972.0,19TH HOLE SPORTS BAR AND GRILL,Restaurant,,,,,,2024-05-27,2024,5,27
10495816,Pass,105309593.0,2 4 1 Pizza,Food Take Out,Fail to ensure presence of food handler or supervisor during all hours of operation - Sec. 32,NA - Not Applicable,Notice to Comply,,,2024-01-16,2024,1,16
10754807,Pass,105364809.0,2 BROTHERS SHAWARMA,Restaurant,OPERATE FOOD PREMISE - FAIL TO EQUIP SANITARY FACILITY WITH SOAP OR DETERGENT - SEC. 24(3)(D)  ,S - Significant,Corrected During Inspection,,,2024-04-19,2024,4,19
10754807,Pass,105364809.0,2 BROTHERS SHAWARMA,Restaurant,Use racks not of readily cleanable design - Sec. 31,M - Minor,Notice to Comply,,,2024-04-19,2024,4,19
10754807,Pass,105364809.0,2 BROTHERS SHAWARMA,Restaurant,SANITIZE UTENSILS IN CHLORINE SOLUTION OF LESS THAN 100 P.P.M. OF AVAILABLE CHLORINE - SEC. 19(B) ,S - Significant,Corrected During Inspection,,,2024-04-19,2024,4,19
10754807,Pass,105364809.0,2 BROTHERS SHAWARMA,Restaurant,OPERATE FOOD PREMISE - FAIL TO EQUIP SANITARY FACILITY WITH SINGLE SERVICE TOWELS OR DRYER - SEC. 25(3)(E)   ,S - Significant,Corrected During Inspection,,,2024-04-19,2024,4,19
10754807,Pass,105364809.0,2 BROTHERS SHAWARMA,Restaurant,FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ,S - Significant,Corrected During Inspection,,,2024-04-19,2024,4,19
10752269,Pass,105318358.0,2 FOR 1 SHAWARMA,Restaurant,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,M - Minor,Notice to Comply,,,2024-02-05,2024,2,5
9000031,Pass,105365022.0,2-4-1 PIZZA,Food Take Out,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),S - Significant,Corrected During Inspection,,,2024-04-19,2024,4,19
9000046,Pass,105401147.0,2-4-1 PIZZA,Food Take Out,,,,,,2024-06-17,2024,6,17
9016832,Pass,105365653.0,2-4-1 PIZZA,Food Take Out,,,,,,2024-04-22,2024,4,22
10284603,Pass,105327116.0,2-4-1 PIZZA,Food Take Out,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,M - Minor,Notice to Comply,,,2024-02-14,2024,2,14
10284603,Pass,105327116.0,2-4-1 PIZZA,Food Take Out,Fail to protect against entry of pests - Sec. 13(1),M - Minor,Notice to Comply,,,2024-02-14,2024,2,14
10766596,Pass,105302561.0,2-4-1 PIZZA,Food Take Out,,,,,,2024-01-03,2024,1,3
10775084,Pass,105326524.0,2-4-1 PIZZA,Food Take Out,,,,,,2024-02-14,2024,2,14
10775084,Pass,105398285.0,2-4-1 PIZZA,Food Take Out,Operate food premise - equipment not constructed to permit maintenance in sanitary condition - Sec. 9,M - Minor,Notice to Comply,,,2024-06-12,2024,6,12
10294608,Pass,105311380.0,2-4-1 PIZZA #37,Food Take Out,Food premise not maintained with walls in good repair in food-handling room - Sec. 7(1)(g)  ,M - Minor,Notice to Comply,,,2024-01-18,2024,1,18
10294608,Pass,105311380.0,2-4-1 PIZZA #37,Food Take Out,Fail to protect against entry of pests - Sec. 13(1),M - Minor,Notice to Comply,,,2024-01-18,2024,1,18
10294608,Pass,105311380.0,2-4-1 PIZZA #37,Food Take Out,OPERATE FOOD PREMISE - FAIL TO KEEP SANITARY FACILITY SANITARY - SEC. 25(2),S - Significant,Corrected During Inspection,,,2024-01-18,2024,1,18
10294608,Pass,105311380.0,2-4-1 PIZZA #37,Food Take Out,Food premise not maintained with ceilings in good repair in food-handling room - Sec. 7(1)(g)  ,M - Minor,Notice to Comply,,,2024-01-18,2024,1,18
10294608,Pass,105311380.0,2-4-1 PIZZA #37,Food Take Out,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,M - Minor,Notice to Comply,,,2024-01-18,2024,1,18
10559262,Pass,105309636.0,241 PIZZA,Food Take Out,FOOD PREMISE NOT MAINTAINED TO KEEP FOOD-HANDLING ROOM FREE FROM EQUIPMENT NOT REGULARLY USED - SEC. 7(1)(F)   ,M - Minor,Notice to Comply,,,2024-01-16,2024,1,16
10559262,Pass,105381324.0,241 PIZZA,Food Take Out,,,,,,2024-05-16,2024,5,16
10587651,Pass,105312962.0,241 PIZZA,Restaurant,Fail to maintain ventilation system to ensure elimination of smoke - Sec. 11,M - Minor,Notice to Comply,,,2024-01-22,2024,1,22
10587651,Pass,105312962.0,241 PIZZA,Restaurant,Fail to ensure presence of food handler or supervisor during all hours of operation - Sec. 32,NA - Not Applicable,Notice to Comply,,,2024-01-22,2024,1,22
10604803,Pass,105316044.0,241 PIZZA,Food Take Out,,,,,,2024-01-26,2024,1,26
10677386,Pass,105337453.0,241 PIZZA,Food Take Out,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),S - Significant,Corrected During Inspection,,,2024-03-04,2024,3,4
10677386,Pass,105337453.0,241 PIZZA,Food Take Out,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,M - Minor,Notice to Comply,,,2024-03-04,2024,3,4
10681139,Pass,105315544.0,241 PIZZA,Food Take Out,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,NA - Not Applicable,Notice to Comply,,,2024-01-25,2024,1,25
10788511,Pass,105379741.0,241 PIZZA,Food Take Out,,,,,,2024-05-14,2024,5,14
10600496,Pass,105323629.0,3 EGGS ALL DAY PUB & GRILL,Restaurant,Fail to protect against entry of pests - Sec. 13(1),M - Minor,Notice to Comply,,,2024-02-08,2024,2,8
10600496,Pass,105323629.0,3 EGGS ALL DAY PUB & GRILL,Restaurant,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1),C - Crucial,Notice to Comply,,,2024-02-08,2024,2,8
10600496,Pass,105323629.0,3 EGGS ALL DAY PUB & GRILL,Restaurant,USE UTENSILS NOT IN GOOD REPAIR - SEC. 8(1)(B) ,S - Significant,Notice to Comply,,,2024-02-08,2024,2,8
10600496,Pass,105323629.0,3 EGGS ALL DAY PUB & GRILL,Restaurant,FOOD PREMISE NOT MAINTAINED TO KEEP FOOD-HANDLING ROOM FREE FROM MATERIALS NOT REGULARLY USED - SEC. 7(1)(F) ,M - Minor,Notice to Comply,,,2024-02-08,2024,2,8
10600496,Pass,105323692.0,3 EGGS ALL DAY PUB & GRILL,Restaurant,,,,,,2024-02-16,2024,2,16
10301731,Pass,105400212.0,3 JIT VARIETY,Food Store (Convenience/Variety),FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ,S - Significant,Corrected During Inspection,,,2024-06-14,2024,6,14
10301731,Pass,105400212.0,3 JIT VARIETY,Food Store (Convenience/Variety),OPERATE FOOD PREMISE - FAIL TO EQUIP SANITARY FACILITY WITH SINGLE SERVICE TOWELS OR DRYER - SEC. 25(3)(E)   ,S - Significant,Corrected During Inspection,,,2024-06-14,2024,6,14
10428037,Pass,105330029.0,3030,Restaurant,OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE - SEC. 20(1)(A)(II)(B) ,S - Significant,Corrected During Inspection,,,2024-02-28,2024,2,28
10428037,Pass,105330029.0,3030,Restaurant,Operate food premise - fail to keep sanitary facility in good repair - Sec. 25(2),M - Minor,Notice to Comply,,,2024-02-28,2024,2,28
10428037,Pass,105330029.0,3030,Restaurant,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,M - Minor,Notice to Comply,,,2024-02-28,2024,2,28
10428037,Pass,105330029.0,3030,Restaurant,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),S - Significant,Corrected During Inspection,,,2024-02-28,2024,2,28
10428037,Pass,105398938.0,3030,Restaurant,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,M - Minor,Notice to Comply,,,2024-06-12,2024,6,12
10791910,Pass,105348714.0,34 CAFE,Restaurant,,,,,,2024-03-22,2024,3,22
9003137,Pass,105350398.0,360 RESTAURANT,Restaurant,,,,,,2024-03-27,2024,3,27
10764294,Pass,105332723.0,369 MART,Food Store (Convenience/Variety),Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) ,C - Crucial,Notice to Comply,,,2024-02-26,2024,2,26
10764294,Pass,105332723.0,369 MART,Food Store (Convenience/Variety),FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,M - Minor,Notice to Comply,,,2024-02-26,2024,2,26
10764294,Pass,105332796.0,369 MART,Food Store (Convenience/Variety),Food premise not maintained with ceilings in good repair in food-handling room - Sec. 7(1)(g)  ,M - Minor,Notice to Comply,,,2024-02-29,2024,2,29
10729436,Pass,105396121.0,3A FOOD PRODUCTS,Food Take Out,,,,,,2024-06-10,2024,6,10
10785924,Pass,105327872.0,3A NOODLE,Restaurant,,,,,,2024-02-16,2024,2,16
10785924,Pass,105394177.0,3A NOODLE,Restaurant,,,,,,2024-06-11,2024,6,11
10598572,Pass,105384294.0,416 COMMUNITY SUPPORT FOR WOMEN,Community Kitchen (Meal Program),,,,,,2024-05-22,2024,5,22
10777262,Pass,105362161.0,416 SNACK BAR SHORT TURN,Restaurant,USE FOOD EQUIPMENT NOT OF READILY CLEANABLE FORM - SEC.  8(1)(C)  ,S - Significant,Corrected During Inspection,,,2024-04-16,2024,4,16
10777262,Pass,105362161.0,416 SNACK BAR SHORT TURN,Restaurant,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),S - Significant,Corrected During Inspection,,,2024-04-16,2024,4,16
10814917,Pass,105399690.0,416 SOCIAL CLUB,Restaurant,,,,,,2024-06-13,2024,6,13
10809881,Pass,105367594.0,450/ ROOMS COFFEE,Food Take Out,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,M - Minor,Notice to Comply,,,2024-04-24,2024,4,24
10809881,Pass,105367594.0,450/ ROOMS COFFEE,Food Take Out,Fail to protect against entry of pests - Sec. 13(1),M - Minor,Notice to Comply,,,2024-04-24,2024,4,24
10767609,Pass,105369086.0,Moon/4544 CHARCOAL GRILL,Restaurant,,,,,,2024-04-26,2024,4,26
10793647,Pass,105347430.0,4LIFE NATURAL FOODS,Supermarket,,,,,,2024-03-20,2024,3,20
10550883,Pass,105322255.0,5  POINTS BAR & GRILL,Restaurant,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,M - Minor,Notice to Comply,,,2024-03-12,2024,3,12
10550883,Pass,105322255.0,5  POINTS BAR & GRILL,Restaurant,Fail to protect against entry of pests - Sec. 13(1),M - Minor,Notice to Comply,,,2024-03-12,2024,3,12
10550883,Pass,105322255.0,5  POINTS BAR & GRILL,Restaurant,Operate food premise - appliances not constructed to permit maintenance in sanitary condition - Sec. 9,M - Minor,Notice to Comply,,,2024-03-12,2024,3,12
10550883,Pass,105372265.0,5  POINTS BAR & GRILL,Restaurant,Fail to protect against entry of pests - Sec. 13(1),M - Minor,Notice to Comply,,,2024-05-01,2024,5,1
10550883,Pass,105372265.0,5  POINTS BAR & GRILL,Restaurant,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,M - Minor,Notice to Comply,,,2024-05-01,2024,5,1
10550883,Pass,105372265.0,5  POINTS BAR & GRILL,Restaurant,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,M - Minor,Notice to Comply,,,2024-05-01,2024,5,1
10811979,Pass,105381485.0,5 S BAKERY,Cafeteria - Public Access,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,NA - Not Applicable,Notice to Comply,,,2024-05-16,2024,5,16
10617002,Pass,105332737.0,5 SPICE DINING,Restaurant,Fail to protect food from contamination or adulteration - Sec. 26(1) ,C - Crucial,Notice to Comply,,,2024-02-26,2024,2,26
10617002,Pass,105332737.0,5 SPICE DINING,Restaurant,SANITIZE UTENSILS IN CHLORINE SOLUTION OF LESS THAN 100 P.P.M. OF AVAILABLE CHLORINE - SEC. 19(B) ,S - Significant,Notice to Comply,,,2024-02-26,2024,2,26
10617002,Pass,105332737.0,5 SPICE DINING,Restaurant,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,M - Minor,Notice to Comply,,,2024-02-26,2024,2,26
10617002,Pass,105332737.0,5 SPICE DINING,Restaurant,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),S - Significant,Notice to Comply,,,2024-02-26,2024,2,26
10617002,Pass,105332737.0,5 SPICE DINING,Restaurant,Use handwashing station other than for handwashing of employees - Sec. 7(4),S - Significant,Notice to Comply,,,2024-02-26,2024,2,26
10617002,Pass,105332737.0,5 SPICE DINING,Restaurant,FOOD PREMISE NOT MAINTAINED WITH CLEAN WALLS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,M - Minor,Notice to Comply,,,2024-02-26,2024,2,26
10617002,Pass,105332737.0,5 SPICE DINING,Restaurant,OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO MAINTAIN RINSE WATER AT 82 C - SEC. 20(1)(A)(II)(A) ,S - Significant,Notice to Comply,,,2024-02-26,2024,2,26
10617002,Pass,105332737.0,5 SPICE DINING,Restaurant,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,M - Minor,Notice to Comply,,,2024-02-26,2024,2,26
10617002,Pass,105332844.0,5 SPICE DINING,Restaurant,,,,,,2024-02-28,2024,2,28
10756910,Pass,105350972.0,519 COMMUNITY KITCHEN( MAIN FLOOR AND SECOND FLOOR),Community Kitchen (Meal Program),FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,M - Minor,Notice to Comply,,,2024-03-27,2024,3,27
10504878,Conditional Pass,105312473.0,TCHC COMMUNITY KITCHEN,Community Kitchen (Meal Program),FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ,S - Significant,Corrected During Inspection,,,2024-01-22,2024,1,22
10504878,Conditional Pass,105312473.0,TCHC COMMUNITY KITCHEN,Community Kitchen (Meal Program),FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,M - Minor,Notice to Comply,,,2024-01-22,2024,1,22
10504878,Conditional Pass,105312473.0,TCHC COMMUNITY KITCHEN,Community Kitchen (Meal Program),Operate food premise - equipment not constructed to permit cleaning - Sec. 9,M - Minor,Notice to Comply,,,2024-01-22,2024,1,22
10504878,Conditional Pass,105389517.0,TCHC COMMUNITY KITCHEN,Community Kitchen (Meal Program),Fail to protect against entry of pests - Sec. 13(1),M - Minor,Notice to Comply,,,2024-05-30,2024,5,30
10504878,Conditional Pass,105389517.0,TCHC COMMUNITY KITCHEN,Community Kitchen (Meal Program),FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,M - Minor,Notice to Comply,,,2024-05-30,2024,5,30
10504878,Conditional Pass,105389517.0,TCHC COMMUNITY KITCHEN,Community Kitchen (Meal Program),FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,M - Minor,Notice to Comply,,,2024-05-30,2024,5,30
10799554,Pass,105323509.0,68Â°C STONE & GRILL,Restaurant,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,M - Minor,Notice to Comply,,,2024-02-09,2024,2,9
